filename,width,height,class,xmin,ymin,xmax,ymax
aachen_000013_000019.png,224,224,vehicle,152.140625,83.125,171.71875,101.0625
aachen_000013_000019.png,224,224,vehicle,154.328125,88.15625,167.125,105.65625
aachen_000013_000019.png,224,224,vehicle,159.03125,87.9375,169.53125,108.9375
aachen_000013_000019.png,224,224,vehicle,162.203125,85.96875,180.796875,113.53125
aachen_000013_000019.png,224,224,vehicle,171.171875,85.3125,184.515625,116.375
aachen_000013_000019.png,224,224,vehicle,171.390625,92.75,184.515625,116.375
aachen_000013_000019.png,224,224,vehicle,173.25,80.9375,210.328125,129.0625
aachen_000013_000019.png,224,224,vehicle,187.03125,77.875,211.53125,135.1875
aachen_000013_000019.png,224,224,vehicle,188.453125,82.6875,222.140625,143.0625
aachen_000013_000019.png,224,224,vehicle,212.953125,75.03125,223.890625,152.90625
aachen_000013_000019.png,224,224,vehicle,91.984375,87.5,108.171875,105.65625
aachen_000013_000019.png,224,224,vehicle,88.265625,90.5625,103.578125,107.84375
aachen_000013_000019.png,224,224,vehicle,91.875,94.0625,103.578125,108.9375
aachen_000013_000019.png,224,224,vehicle,77.21875,87.71875,93.734375,113.96875
aachen_000013_000019.png,224,224,vehicle,62.78125,86.1875,85.203125,118.78125
aachen_000013_000019.png,224,224,vehicle,43.203125,90.34375,75.140625,126.875
aachen_000013_000019.png,224,224,vehicle,8.421875,90.125,53.15625,139.78125
aachen_000013_000019.png,224,224,vehicle,0,83.5625,15.09375,152.90625
aachen_000014_000019.png,224,224,road,0,92.96875,223.890625,223.78125
aachen_000014_000019.png,224,224,building,0,0,222.46875,117.6875
aachen_000014_000019.png,224,224,vehicle,210.765625,89.03125,220.9375,104.78125
aachen_000014_000019.png,224,224,vehicle,179.59375,98.21875,189.875,114.84375
aachen_000014_000019.png,224,224,vehicle,172.921875,101.0625,184.953125,117.03125
aachen_000014_000019.png,224,224,person,122.609375,84.21875,136.9375,152.6875
aachen_000014_000019.png,224,224,person,124.03125,81.59375,143.5,154.65625
aachen_000014_000019.png,224,224,person,33.359375,72.40625,43.09375,154.875
aachen_000014_000019.png,224,224,person,36.09375,75.6875,59.71875,159.90625
aachen_000014_000019.png,224,224,vehicle,50.421875,116.59375,70.984375,164.5
aachen_000014_000019.png,224,224,person,46.375,98.4375,66.9375,157.28125
aachen_000014_000019.png,224,224,person,40.359375,72.625,55.5625,168
aachen_000014_000019.png,224,224,vehicle,12.359375,110.03125,26.578125,122.71875
aachen_000014_000019.png,224,224,vehicle,0,103.03125,7.4375,128.625
aachen_000014_000019.png,224,224,person,0,60.8125,12.25,171.28125
aachen_000015_000019.png,224,224,road,0,76.78125,222.796875,223.78125
aachen_000015_000019.png,224,224,building,0,0,223.890625,109.15625
aachen_000015_000019.png,224,224,vehicle,201.359375,88.8125,218.859375,111.5625
aachen_000015_000019.png,224,224,vehicle,11.703125,78.96875,28.109375,113.09375
aachen_000015_000019.png,224,224,road,34.78125,92.53125,74.484375,110.25
aachen_000015_000019.png,224,224,vehicle,181.78125,101.5,210.328125,173.03125
aachen_000015_000019.png,224,224,vehicle,50.3125,85.96875,61.6875,106.3125
aachen_000015_000019.png,224,224,vehicle,38.0625,87.5,55.78125,108.9375
aachen_000015_000019.png,224,224,person,48.5625,81.59375,59.609375,116.375
aachen_000015_000019.png,224,224,person,61.796875,80.71875,70.765625,118.125
aachen_000015_000019.png,224,224,person,63.765625,79.84375,74.484375,118.78125
aachen_000015_000019.png,224,224,vehicle,101.5,86.40625,137.15625,141.53125
aachen_000016_000019.png,224,224,road,0,68.46875,220.609375,223.78125
aachen_000016_000019.png,224,224,building,115.9375,70.875,157.828125,103.90625
aachen_000016_000019.png,224,224,building,0,0,163.84375,104.78125
aachen_000016_000019.png,224,224,building,155.09375,0,223.890625,118.34375
aachen_000016_000019.png,224,224,person,139.78125,81.8125,143.9375,115.28125
aachen_000016_000019.png,224,224,person,138.90625,77.875,144.375,116.59375
aachen_000016_000019.png,224,224,person,145.90625,79.84375,151.484375,113.96875
aachen_000016_000019.png,224,224,person,143.5,77.65625,148.96875,117.90625
aachen_000016_000019.png,224,224,person,156.40625,79.40625,161.765625,113.09375
aachen_000016_000019.png,224,224,person,165.8125,75.46875,172.375,117.03125
aachen_000016_000019.png,224,224,person,158.8125,74.59375,167.234375,117.46875
aachen_000016_000019.png,224,224,person,171.5,77.65625,177.625,116.59375
aachen_000016_000019.png,224,224,vehicle,176.75,92.53125,198.515625,152.03125
aachen_000016_000019.png,224,224,vehicle,99.640625,89.6875,113.09375,109.15625
aachen_000017_000019.png,224,224,road,30.515625,107.625,223.890625,223.78125
aachen_000017_000019.png,224,224,building,0,0,223.890625,121.625
aachen_000017_000019.png,224,224,person,178.828125,88.8125,183.640625,135.1875
aachen_000017_000019.png,224,224,person,183.203125,87.28125,192.390625,134.53125
aachen_000017_000019.png,224,224,person,164.390625,77.4375,186.921875,155.75
aachen_000017_000019.png,224,224,person,160.5625,79.40625,181.015625,162.3125
aachen_000017_000019.png,224,224,person,188.453125,78.09375,204.75,162.75
aachen_000017_000019.png,224,224,vehicle,204.53125,104.34375,215.140625,127.96875
aachen_000017_000019.png,224,224,person,204.203125,92.3125,214.484375,136.0625
aachen_000017_000019.png,224,224,person,214.59375,86.1875,223.890625,138.03125
aachen_000017_000019.png,224,224,vehicle,137.484375,99.09375,155.640625,124.90625
aachen_000017_000019.png,224,224,person,71.09375,91,77.65625,125.34375
aachen_000017_000019.png,224,224,person,63.21875,86.40625,69.671875,125.5625
aachen_000018_000019.png,224,224,road,0,101.0625,223.890625,223.78125
aachen_000018_000019.png,224,224,building,0,0,223.890625,145.46875
aachen_000018_000019.png,224,224,vehicle,92.09375,96.46875,108.609375,112.65625
aachen_000018_000019.png,224,224,person,135.1875,87.28125,143.71875,124.25
aachen_000018_000019.png,224,224,person,146.453125,86.40625,153.234375,124.25
aachen_000018_000019.png,224,224,person,153.671875,83.125,160.78125,123.59375
aachen_000018_000019.png,224,224,person,166.90625,65.625,184.078125,155.09375
aachen_000018_000019.png,224,224,person,183.09375,68.25,198.40625,152.25
aachen_000018_000019.png,224,224,person,89.90625,84.21875,95.265625,112.65625
aachen_000018_000019.png,224,224,person,81.8125,78.96875,90.234375,122.0625
aachen_000019_000019.png,224,224,road,25.703125,128.40625,223.890625,223.78125
aachen_000019_000019.png,224,224,building,0,43.09375,34.671875,96.46875
aachen_000019_000019.png,224,224,building,46.15625,0,223.890625,110.03125
aachen_000019_000019.png,224,224,person,56.4375,79.40625,66.71875,130.375
aachen_000019_000019.png,224,224,person,71.859375,79.625,82.6875,130.8125
aachen_000019_000019.png,224,224,person,93.84375,82.6875,99.96875,126.4375
aachen_000019_000019.png,224,224,person,86.515625,80.28125,97.671875,128.40625
aachen_000019_000019.png,224,224,person,17.828125,84.21875,23.078125,115.0625
aachen_000019_000019.png,224,224,vehicle,25.59375,87.0625,50.3125,121.625
aachen_000020_000019.png,224,224,building,0,0,106.09375,104.5625
aachen_000020_000019.png,224,224,building,98.765625,0,223.890625,119.4375
aachen_000020_000019.png,224,224,vehicle,64.859375,68.25,73.609375,85.96875
aachen_000020_000019.png,224,224,vehicle,57.53125,79.84375,69.5625,102.375
aachen_000020_000019.png,224,224,person,4.15625,70.875,13.453125,120.09375
aachen_000020_000019.png,224,224,person,12.25,63.4375,22.640625,121.625
aachen_000020_000019.png,224,224,person,21.765625,61.46875,43.859375,162.3125
aachen_000020_000019.png,224,224,person,47.03125,66.28125,66.9375,159.6875
aachen_000020_000019.png,224,224,person,64.53125,61.90625,84.328125,152.46875
aachen_000021_000019.png,224,224,road,38.171875,90.125,223.890625,223.78125
aachen_000021_000019.png,224,224,building,0,0,223.890625,145.03125
aachen_000021_000019.png,224,224,vehicle,158.484375,94.0625,174.453125,112.875
aachen_000021_000019.png,224,224,person,28.765625,84.4375,44.1875,145.03125
aachen_000021_000019.png,224,224,person,14.984375,84.65625,29.421875,122.0625
aachen_000021_000019.png,224,224,person,1.3125,80.5,13.671875,122.5
aachen_000021_000019.png,224,224,vehicle,79.734375,89.46875,97.78125,105
aachen_000021_000019.png,224,224,person,27.78125,84.21875,44.296875,149.625
aachen_000021_000019.png,224,224,vehicle,64.53125,88.59375,75.03125,108.71875
aachen_000021_000019.png,224,224,vehicle,66.828125,88.375,84.546875,113.75
aachen_000021_000019.png,224,224,vehicle,98.328125,92.96875,110.796875,106.53125
aachen_000021_000019.png,224,224,vehicle,108.28125,76.78125,131.6875,113.96875
aachen_000021_000019.png,224,224,vehicle,145.796875,95.375,157.609375,115.71875
aachen_000021_000019.png,224,224,vehicle,136.171875,96.46875,153.453125,118.34375
aachen_000021_000019.png,224,224,vehicle,131.90625,92.75,147.109375,119.65625
aachen_000021_000019.png,224,224,building,168.4375,0,223.890625,146.5625
aachen_000021_000019.png,224,224,person,191.953125,75.6875,199.171875,136.0625
aachen_000021_000019.png,224,224,person,184.734375,76.125,194.6875,136.9375
aachen_000021_000019.png,224,224,person,194.140625,79.40625,204.203125,139.125
aachen_000021_000019.png,224,224,person,197.859375,77.875,212.515625,139.78125
aachen_000022_000019.png,224,224,building,0,0,223.890625,138.6875
aachen_000022_000019.png,224,224,vehicle,174.34375,72.40625,223.890625,129.9375
aachen_000022_000019.png,224,224,person,171.0625,87.9375,178.5,128.625
aachen_000022_000019.png,224,224,vehicle,174.34375,72.40625,223.890625,129.9375
aachen_000022_000019.png,224,224,vehicle,108.5,88.59375,177.078125,134.96875
aachen_000022_000019.png,224,224,person,26.140625,83.125,32.8125,138.25
aachen_000022_000019.png,224,224,vehicle,0,91,57.53125,141.09375
aachen_000022_000019.png,224,224,person,146.671875,76.125,160.234375,137.8125
aachen_000022_000019.png,224,224,person,72.40625,82.90625,81.15625,135.1875
aachen_000022_000019.png,224,224,person,67.59375,85.96875,75.25,136.0625
aachen_000022_000019.png,224,224,person,111.890625,76.78125,121.515625,136.71875
aachen_000022_000019.png,224,224,person,97.125,78.96875,107.40625,135.625
aachen_000022_000019.png,224,224,person,105.21875,70.875,117.796875,138.25
aachen_000022_000019.png,224,224,person,83.78125,78.53125,94.71875,135.84375
aachen_000022_000019.png,224,224,person,85.859375,78.09375,95.15625,136.5
aachen_000022_000019.png,224,224,person,128.84375,73.5,141.421875,139.78125
aachen_000022_000019.png,224,224,vehicle,174.34375,72.40625,208.6875,129.9375
aachen_000023_000019.png,224,224,road,0,94.9375,223.890625,223.78125
aachen_000023_000019.png,224,224,building,0,0,223.890625,169.96875
aachen_000023_000019.png,224,224,vehicle,70.65625,85.09375,83.671875,114.40625
aachen_000023_000019.png,224,224,person,83.125,83.5625,89.6875,122.5
aachen_000023_000019.png,224,224,vehicle,49.875,85.09375,77.21875,132.34375
aachen_000023_000019.png,224,224,person,73.171875,77,81.703125,136.0625
aachen_000023_000019.png,224,224,person,40.578125,83.34375,49.328125,128.625
aachen_000024_000019.png,224,224,building,0,0,223.890625,126.21875
aachen_000024_000019.png,224,224,person,167.453125,85.75,176.75,131.6875
aachen_000024_000019.png,224,224,person,201.6875,85.96875,209.890625,126
aachen_000024_000019.png,224,224,vehicle,0,104.78125,8.421875,132.5625
aachen_000024_000019.png,224,224,vehicle,0.984375,100.625,42.109375,137.8125
aachen_000024_000019.png,224,224,vehicle,40.359375,94.9375,96.90625,138.6875
aachen_000025_000019.png,224,224,road,0,68.6875,223.890625,223.78125
aachen_000025_000019.png,224,224,road,141.859375,77.21875,158.703125,103.6875
aachen_000025_000019.png,224,224,road,147.984375,78.96875,171.71875,101.9375
aachen_000025_000019.png,224,224,building,0,0,221.921875,138.25
aachen_000025_000019.png,224,224,vehicle,168,93.1875,181.015625,112.875
aachen_000025_000019.png,224,224,building,186.375,0,217.65625,105.21875
aachen_000025_000019.png,224,224,vehicle,174.5625,77.4375,193.484375,116.375
aachen_000025_000019.png,224,224,building,214.265625,0,223.890625,117.6875
aachen_000026_000019.png,224,224,road,0,86.1875,223.890625,223.78125
aachen_000026_000019.png,224,224,road,136.609375,83.34375,223.890625,139.78125
aachen_000026_000019.png,224,224,building,146.671875,0,223.890625,103.03125
aachen_000026_000019.png,224,224,building,56.546875,17.9375,141.75,105.65625
aachen_000026_000019.png,224,224,vehicle,148.53125,86.84375,165.15625,105.21875
aachen_000026_000019.png,224,224,vehicle,153.890625,90.78125,164.390625,103.46875
aachen_000026_000019.png,224,224,vehicle,163.1875,82.90625,188.453125,111.125
aachen_000026_000019.png,224,224,vehicle,171.828125,89.46875,188.453125,109.375
aachen_000026_000019.png,224,224,vehicle,182.21875,88.8125,199.5,116.8125
aachen_000026_000019.png,224,224,vehicle,187.90625,86.40625,223.890625,119.65625
aachen_000026_000019.png,224,224,building,0,0,66.9375,112.4375
aachen_000026_000019.png,224,224,building,0,0,66.9375,112.4375
aachen_000026_000019.png,224,224,building,52.5,75.46875,69.015625,111.34375
aachen_000026_000019.png,224,224,vehicle,18.703125,88.59375,49.765625,123.8125
aachen_000026_000019.png,224,224,vehicle,127.53125,75.03125,144.484375,107.1875
aachen_000027_000019.png,224,224,road,0,85.96875,223.890625,223.78125
aachen_000027_000019.png,224,224,road,0,97.5625,135.078125,145.03125
aachen_000027_000019.png,224,224,road,149.296875,91.65625,223.890625,176.75
aachen_000027_000019.png,224,224,building,95.484375,14.21875,120.3125,101.0625
aachen_000027_000019.png,224,224,building,0,0,102.375,116.8125
aachen_000027_000019.png,224,224,building,140.21875,0,223.890625,117.90625
aachen_000027_000019.png,224,224,vehicle,151.15625,91.65625,161.109375,106.96875
aachen_000027_000019.png,224,224,vehicle,168.875,99.3125,190.3125,124.46875
aachen_000027_000019.png,224,224,vehicle,187.46875,73.5,223.890625,161
aachen_000027_000019.png,224,224,vehicle,93.078125,94.28125,104.453125,109.15625
aachen_000027_000019.png,224,224,vehicle,42.4375,94.9375,65.296875,123.15625
aachen_000027_000019.png,224,224,vehicle,57.3125,92.96875,88.8125,130.8125
aachen_000027_000019.png,224,224,vehicle,11.703125,97.125,19.90625,132.5625
aachen_000027_000019.png,224,224,vehicle,125.234375,72.1875,144.15625,111.125
aachen_000027_000019.png,224,224,vehicle,0,93.40625,17.609375,136.71875
aachen_000028_000019.png,224,224,road,0,96.90625,223.890625,223.78125
aachen_000028_000019.png,224,224,road,0,107.625,70.65625,143.9375
aachen_000028_000019.png,224,224,building,0,0,127.96875,116.8125
aachen_000028_000019.png,224,224,road,128.296875,91.875,223.890625,178.28125
aachen_000028_000019.png,224,224,building,128.953125,0,223.890625,152.6875
aachen_000028_000019.png,224,224,vehicle,140.21875,90.34375,148.3125,111.5625
aachen_000028_000019.png,224,224,vehicle,5.46875,99.09375,20.234375,129.71875
aachen_000028_000019.png,224,224,vehicle,59.171875,94.28125,72.1875,107.40625
aachen_000028_000019.png,224,224,building,193.375,0,223.890625,101.0625
aachen_000028_000019.png,224,224,vehicle,142.40625,90.125,152.25,113.96875
aachen_000028_000019.png,224,224,vehicle,44.515625,91.21875,62.671875,119.4375
aachen_000028_000019.png,224,224,vehicle,23.625,92.53125,49.4375,124.46875
aachen_000028_000019.png,224,224,vehicle,145.46875,88.375,165.921875,118.34375
aachen_000028_000019.png,224,224,vehicle,86.078125,72.1875,103.796875,109.15625
aachen_000028_000019.png,224,224,vehicle,112.546875,68.46875,134.421875,112.65625
aachen_000028_000019.png,224,224,vehicle,164.28125,80.5,205.40625,137.15625
aachen_000028_000019.png,224,224,vehicle,189.328125,80.5,223.890625,168.875
aachen_000029_000019.png,224,224,road,0,94.28125,223.890625,223.78125
aachen_000029_000019.png,224,224,building,97.015625,39.15625,131.25,100.40625
aachen_000029_000019.png,224,224,building,0,0,91.65625,117.6875
aachen_000029_000019.png,224,224,vehicle,87.0625,90.5625,95.921875,107.625
aachen_000029_000019.png,224,224,vehicle,77.109375,89.90625,86.296875,105.21875
aachen_000029_000019.png,224,224,vehicle,78.53125,93.40625,91.546875,112
aachen_000029_000019.png,224,224,vehicle,52.9375,89.03125,78.859375,119
aachen_000029_000019.png,224,224,vehicle,104.34375,93.1875,122.0625,120.96875
aachen_000029_000019.png,224,224,building,128.078125,0,223.890625,116.59375
aachen_000029_000019.png,224,224,person,165.265625,81.8125,171.609375,128.40625
aachen_000029_000019.png,224,224,person,174.234375,80.9375,179.921875,132.34375
aachen_000029_000019.png,224,224,vehicle,183.75,99.75,192.609375,118.34375
aachen_000029_000019.png,224,224,person,168.328125,78.3125,177.296875,136.28125
aachen_000029_000019.png,224,224,person,184.515625,84.21875,193.8125,129.5
aachen_000029_000019.png,224,224,person,180.578125,80.71875,186.703125,130.59375
aachen_000029_000019.png,224,224,vehicle,196.765625,95.8125,210.984375,114.625
aachen_000029_000019.png,224,224,person,196.984375,85.96875,201.25,122.28125
aachen_000029_000019.png,224,224,person,197.3125,84.65625,205.515625,123.59375
aachen_000029_000019.png,224,224,vehicle,202.890625,103.90625,219.40625,118.125
aachen_000029_000019.png,224,224,vehicle,198.625,97.5625,217.328125,124.46875
aachen_000030_000019.png,224,224,road,0,88.15625,223.890625,223.78125
aachen_000030_000019.png,224,224,building,0,0,85.3125,116.375
aachen_000030_000019.png,224,224,building,107.953125,67.15625,139.78125,97.5625
aachen_000030_000019.png,224,224,building,136.609375,0,170.296875,34.125
aachen_000030_000019.png,224,224,building,168.546875,0,223.890625,123.375
aachen_000030_000019.png,224,224,vehicle,88.8125,89.03125,97.78125,104.34375
aachen_000030_000019.png,224,224,vehicle,81.375,86.84375,93.734375,109.59375
aachen_000030_000019.png,224,224,vehicle,73.5,86.84375,86.40625,114.40625
aachen_000030_000019.png,224,224,vehicle,50.859375,82.03125,77.765625,125.125
aachen_000030_000019.png,224,224,vehicle,118.671875,87.9375,131.140625,107.625
aachen_000030_000019.png,224,224,vehicle,139.671875,85.75,148.75,104.125
aachen_000030_000019.png,224,224,vehicle,141.859375,86.84375,153.671875,105.875
aachen_000030_000019.png,224,224,vehicle,150.28125,86.84375,169.203125,117.03125
aachen_000030_000019.png,224,224,vehicle,159.25,88.8125,185.390625,127.09375
aachen_000030_000019.png,224,224,vehicle,50.859375,82.03125,77.765625,125.125
aachen_000030_000019.png,224,224,vehicle,50.859375,82.03125,77.765625,125.125
aachen_000030_000019.png,224,224,vehicle,0,78.3125,52.390625,166.25
aachen_000030_000019.png,224,224,vehicle,0,78.3125,52.390625,166.25
aachen_000031_000019.png,224,224,road,0,95.8125,223.890625,223.78125
aachen_000031_000019.png,224,224,building,0,72.40625,45.9375,104.78125
aachen_000031_000019.png,224,224,building,74.375,0,223.890625,111.5625
aachen_000031_000019.png,224,224,vehicle,44.515625,91.21875,60.046875,104.125
aachen_000031_000019.png,224,224,vehicle,77.4375,90.78125,103.46875,128.84375
aachen_000031_000019.png,224,224,person,82.140625,69.125,94.828125,125.34375
aachen_000031_000019.png,224,224,person,65.515625,50.09375,93.625,176.96875
aachen_000031_000019.png,224,224,vehicle,42.328125,91,63.4375,125.34375
aachen_000031_000019.png,224,224,person,53.703125,56,88.15625,186.375
aachen_000031_000019.png,224,224,person,45.71875,72.40625,59.71875,124.46875
aachen_000032_000019.png,224,224,road,0,96.46875,223.890625,223.78125
aachen_000032_000019.png,224,224,building,0,0,223.890625,112.4375
aachen_000032_000019.png,224,224,vehicle,85.53125,92.75,98.328125,111.34375
aachen_000032_000019.png,224,224,vehicle,179.484375,97.125,193.046875,118.125
aachen_000033_000019.png,224,224,road,0,90.5625,223.890625,223.78125
aachen_000033_000019.png,224,224,building,0,0,223.890625,115.5
aachen_000033_000019.png,224,224,vehicle,79.515625,89.03125,91.4375,104.34375
aachen_000033_000019.png,224,224,person,40.359375,76.125,46.921875,113.09375
aachen_000033_000019.png,224,224,person,161.21875,74.375,170.515625,124.90625
aachen_000033_000019.png,224,224,person,182.875,75.03125,190.421875,124.46875
aachen_000033_000019.png,224,224,person,179.59375,74.15625,191.1875,127.53125
